cumulative_total,required_global_X,bottleneck_metric,h,d,k,a,w,size_bytes,size_X,keygen_X,sign_X,verify_X,cpb_X
5817,258.5788,keygen_C,42,3,16,16,256,5904,0.7515,258.5788,103.6443,3.3508,4.4587
5818,258.5788,keygen_C,42,3,14,18,256,5808,0.7393,258.5788,107.1892,3.3476,4.528
5819,258.5788,keygen_C,42,3,17,15,256,5904,0.7515,258.5788,102.9796,3.3508,4.4587
5820,258.5788,keygen_C,42,3,11,16,256,4544,0.5784,258.5788,103.2012,3.3109,5.7241
5821,258.5788,keygen_C,42,3,17,10,256,4544,0.5784,258.5788,102.2498,3.3114,5.7249
5822,258.5788,keygen_C,42,3,17,12,256,5088,0.6477,258.5788,102.3205,3.3271,5.1372
5823,258.5788,keygen_C,42,3,14,12,256,4464,0.5682,258.5788,102.3038,3.3086,5.8226
5824,258.5788,keygen_C,42,3,16,11,256,4624,0.5886,258.5788,102.2706,3.3137,5.6298
5825,258.5788,keygen_C,42,3,12,15,256,4624,0.5886,258.5788,102.758,3.3132,5.629
5826,258.5788,keygen_C,42,3,13,13,256,4464,0.5682,258.5788,102.3703,3.3086,5.8226
5827,258.5788,keygen_C,42,3,13,20,256,5920,0.7536,258.5788,120.6598,3.3508,4.4466
5828,258.5788,keygen_C,42,3,21,12,256,5920,0.7536,258.5788,102.3426,3.3517,4.4478
5829,258.5788,keygen_C,42,3,15,14,256,5152,0.6558,258.5788,102.5586,3.329,5.0762
5830,258.5788,keygen_C,42,3,19,9,256,4592,0.5845,258.5788,102.2395,3.3132,5.6683
5831,258.5788,keygen_C,42,3,10,17,256,4432,0.5642,258.5788,103.9988,3.3072,5.8622
5832,258.5788,keygen_C,42,3,12,14,256,4432,0.5642,258.5788,102.4922,3.3077,5.863
5833,258.5788,keygen_C,42,3,15,11,256,4432,0.5642,258.5788,102.2678,3.3081,5.8639
5834,258.5788,keygen_C,42,3,18,9,256,4432,0.5642,258.5788,102.2388,3.3081,5.8639
5835,258.5788,keygen_C,42,3,16,10,256,4368,0.556,258.5788,102.2485,3.3063,5.9464
5836,258.5788,keygen_C,42,3,10,18,256,4592,0.5845,258.5788,105.7712,3.3118,5.6659
5837,258.5788,keygen_C,42,3,22,13,256,6480,0.8248,258.5788,102.47,3.368,4.0832
5838,258.5788,keygen_C,42,3,14,15,256,5136,0.6538,258.5788,102.8467,3.3281,5.0906
5839,258.5788,keygen_C,42,3,24,10,256,5776,0.7352,258.5788,102.2595,3.348,4.5537
5840,258.5788,keygen_C,42,3,22,11,256,5776,0.7352,258.5788,102.2872,3.3476,4.5531
5841,258.5788,keygen_C,42,3,10,14,256,3952,0.5031,258.5788,102.4479,3.2933,6.5465
5842,258.5788,keygen_C,42,3,9,20,256,4576,0.5825,258.5788,114.988,3.3114,5.6849
5843,258.5788,keygen_C,42,3,9,19,256,4432,0.5642,258.5788,108.6071,3.3072,5.8622
5844,258.5788,keygen_C,42,3,19,13,256,5808,0.7393,258.5788,102.4368,3.3485,4.5292
5845,258.5788,keygen_C,42,3,21,8,256,4576,0.5825,258.5788,102.2336,3.3128,5.6873
5846,258.5788,keygen_C,42,3,8,18,256,3984,0.5071,258.5788,105.0622,3.2942,6.4958
5847,258.5788,keygen_C,42,3,7,20,256,3904,0.4969,258.5788,112.1521,3.2919,6.6242
5848,258.5788,keygen_C,42,3,20,12,256,5712,0.7271,258.5788,102.3371,3.3457,4.6015
5849,258.5788,keygen_C,42,3,13,14,256,4672,0.5947,258.5788,102.5143,3.3146,5.5736
5850,258.5788,keygen_C,42,3,15,12,256,4672,0.5947,258.5788,102.3094,3.3151,5.5743
5851,258.5788,keygen_C,42,3,9,16,256,4000,0.5092,258.5788,103.0239,3.2947,6.4707
5852,258.5788,keygen_C,42,3,13,19,256,5712,0.7271,258.5788,111.4431,3.3448,4.6002
5853,258.5788,keygen_C,42,3,23,11,256,5968,0.7597,258.5788,102.29,3.3536,4.4145
5854,258.5788,keygen_C,42,3,18,16,256,6448,0.8208,258.5788,103.8215,3.3666,4.1017
5855,258.5788,keygen_C,42,3,17,17,256,6448,0.8208,258.5788,105.2395,3.3666,4.1017
5856,258.5788,keygen_C,42,3,18,14,256,5872,0.7475,258.5788,102.6251,3.3499,4.4817
5857,258.5788,keygen_C,42,3,15,17,256,5872,0.7475,258.5788,104.885,3.3499,4.4817
5858,258.5788,keygen_C,42,3,13,16,256,5088,0.6477,258.5788,103.3784,3.3267,5.1365
5859,517.1576,keygen_C,45,3,24,13,256,6976,0.888,517.1576,204.7185,3.3828,3.8096
5860,517.1576,keygen_C,45,3,21,15,256,6976,0.888,517.1576,205.3831,3.3824,3.809
5861,517.1576,keygen_C,45,3,16,20,256,6976,0.888,517.1576,227.14,3.3819,3.8085
5862,517.1576,keygen_C,45,3,12,19,256,5440,0.6925,517.1576,212.9604,3.3369,4.8189
5863,517.1576,keygen_C,45,3,15,15,256,5440,0.6925,517.1576,205.1173,3.3374,4.8195
5864,517.1576,keygen_C,45,3,18,9,256,4480,0.5703,517.1576,204.4651,3.3095,5.8035
5865,517.1576,keygen_C,45,3,15,11,256,4480,0.5703,517.1576,204.4942,3.3095,5.8035
5866,517.1576,keygen_C,45,3,18,20,256,7648,0.9735,517.1576,229.976,3.4014,3.4939
5867,517.1576,keygen_C,45,3,14,12,256,4512,0.5743,517.1576,204.5302,3.31,5.7631
5868,517.1576,keygen_C,45,3,13,13,256,4512,0.5743,517.1576,204.5966,3.31,5.7631
5869,517.1576,keygen_C,45,3,14,18,256,5856,0.7454,517.1576,209.4155,3.349,4.4927
5870,517.1576,keygen_C,45,3,16,14,256,5440,0.6925,517.1576,204.8071,3.3374,4.8195
5871,517.1576,keygen_C,45,3,20,11,256,5440,0.6925,517.1576,204.508,3.3378,4.8202
5872,517.1576,keygen_C,45,3,19,13,256,5856,0.7454,517.1576,204.6631,3.3499,4.494
5873,517.1576,keygen_C,45,3,21,17,256,7648,0.9735,517.1576,208.1748,3.4019,3.4944
5874,517.1576,keygen_C,45,3,18,17,256,6784,0.8635,517.1576,207.643,3.3763,3.9099
5875,517.1576,keygen_C,45,3,22,12,256,6176,0.7862,517.1576,204.5745,3.3592,4.2729
5876,517.1576,keygen_C,45,3,20,8,256,4480,0.5703,517.1576,204.4595,3.31,5.8043
5877,517.1576,keygen_C,45,3,23,13,256,6752,0.8595,517.1576,204.7074,3.3763,3.9284
5878,517.1576,keygen_C,45,3,15,17,256,5920,0.7536,517.1576,207.1113,3.3513,4.4472
5879,517.1576,keygen_C,45,3,15,10,256,4240,0.5397,517.1576,204.4734,3.3026,6.1191
5880,517.1576,keygen_C,45,3,12,14,256,4480,0.5703,517.1576,204.7185,3.309,5.8027
5881,517.1576,keygen_C,45,3,10,17,256,4480,0.5703,517.1576,206.2251,3.3086,5.8018
5882,517.1576,keygen_C,45,3,9,19,256,4480,0.5703,517.1576,210.8335,3.3086,5.8018
5883,517.1576,keygen_C,45,3,22,11,256,5824,0.7413,517.1576,204.5135,3.349,4.5174
5884,517.1576,keygen_C,45,3,17,16,256,6224,0.7923,517.1576,205.9592,3.3601,4.2411
5885,517.1576,keygen_C,45,3,14,16,256,5408,0.6884,517.1576,205.6933,3.336,4.846
5886,517.1576,keygen_C,45,3,24,11,256,6208,0.7902,517.1576,204.5191,3.3606,4.2527
5887,517.1576,keygen_C,45,3,18,15,256,6208,0.7902,517.1576,205.2502,3.3596,4.2515
5888,517.1576,keygen_C,45,3,15,20,256,6640,0.8452,517.1576,225.7221,3.3722,3.9897
5889,517.1576,keygen_C,45,3,18,14,256,5920,0.7536,517.1576,204.8514,3.3513,4.4472
5890,517.1576,keygen_C,45,3,24,9,256,5440,0.6925,517.1576,204.4692,3.3383,4.8209
5891,517.1576,keygen_C,45,3,16,17,256,6208,0.7902,517.1576,207.2885,3.3596,4.2515
5892,517.1576,keygen_C,45,3,17,13,256,5408,0.6884,517.1576,204.6409,3.3364,4.8467
5893,517.1576,keygen_C,45,3,17,11,256,4864,0.6191,517.1576,204.4997,3.3206,5.3633
5894,517.1576,keygen_C,45,3,17,18,256,6768,0.8615,517.1576,210.479,3.3759,3.9186
5895,517.1576,keygen_C,45,3,18,8,256,4192,0.5336,517.1576,204.4588,3.3012,6.1865
5896,517.1576,keygen_C,45,3,12,16,256,4864,0.6191,517.1576,205.5161,3.3202,5.3625
5897,517.1576,keygen_C,45,3,9,17,256,4192,0.5336,517.1576,206.0478,3.3002,6.1848
5898,517.1576,keygen_C,45,3,19,16,256,6768,0.8615,517.1576,206.1364,3.3763,3.9191
5899,517.1576,keygen_C,45,3,11,14,256,4240,0.5397,517.1576,204.6963,3.3021,6.1182
5900,517.1576,keygen_C,45,3,24,10,256,5824,0.7413,517.1576,204.4858,3.3494,4.518
5901,517.1576,keygen_C,45,3,21,14,256,6640,0.8452,517.1576,204.9179,3.3726,3.9903
5902,517.1576,keygen_C,45,3,16,19,256,6720,0.8554,517.1576,215.7963,3.3745,3.9449
5903,517.1576,keygen_C,45,3,15,18,256,6160,0.7841,517.1576,209.77,3.3582,4.2828
5904,517.1576,keygen_C,45,3,10,16,256,4320,0.5499,517.1576,205.3388,3.3039,6.0083
5905,517.1576,keygen_C,45,3,15,12,256,4720,0.6008,517.1576,204.5357,3.3165,5.52
5906,517.1576,keygen_C,45,3,17,9,256,4320,0.5499,517.1576,204.4644,3.3049,6.01
5907,517.1576,keygen_C,45,3,18,19,256,7360,0.9369,517.1576,217.2143,3.393,3.6217
5908,517.1576,keygen_C,45,3,20,17,256,7360,0.9369,517.1576,207.9975,3.3935,3.6222
5909,517.1576,keygen_C,45,3,23,8,256,4912,0.6253,517.1576,204.4606,3.323,5.3146
5910,517.1576,keygen_C,45,3,24,14,256,7360,0.9369,517.1576,204.9843,3.394,3.6227
5911,517.1576,keygen_C,45,3,11,15,256,4416,0.5621,517.1576,204.94,3.3072,5.8834
5912,517.1576,keygen_C,45,3,13,14,256,4720,0.6008,517.1576,204.7406,3.316,5.5192
5913,517.1576,keygen_C,45,3,13,20,256,5968,0.7597,517.1576,222.8861,3.3522,4.4127
5914,517.1576,keygen_C,45,3,21,12,256,5968,0.7597,517.1576,204.5689,3.3531,4.4139
5915,517.1576,keygen_C,45,3,9,18,256,4336,0.5519,517.1576,207.643,3.3044,5.987
5916,517.1576,keygen_C,45,3,19,8,256,4336,0.5519,517.1576,204.4592,3.3058,5.9895
5917,517.1576,keygen_C,45,3,12,20,256,5632,0.7169,517.1576,221.4682,3.3425,4.6624
5918,517.1576,keygen_C,45,3,14,17,256,5632,0.7169,517.1576,206.934,3.3425,4.6624
5919,517.1576,keygen_C,45,3,18,13,256,5632,0.7169,517.1576,204.652,3.3429,4.663
5920,517.1576,keygen_C,45,3,21,11,256,5632,0.7169,517.1576,204.5108,3.3434,4.6636
5921,517.1576,keygen_C,45,3,22,14,256,6880,0.8758,517.1576,204.94,3.3796,3.859
5922,517.1576,keygen_C,45,3,12,15,256,4672,0.5947,517.1576,204.9844,3.3146,5.5736
5923,517.1576,keygen_C,45,3,23,11,256,6016,0.7658,517.1576,204.5163,3.355,4.3811
5924,517.1576,keygen_C,45,3,23,10,256,5648,0.7189,517.1576,204.4845,3.3443,4.6517
5925,517.1576,keygen_C,45,3,19,18,256,7376,0.9389,517.1576,211.1879,3.394,3.6148
5926,517.1576,keygen_C,45,3,16,15,256,5696,0.7251,517.1576,205.1616,3.3448,4.6132
5927,517.1576,keygen_C,45,3,16,11,256,4672,0.5947,517.1576,204.4969,3.3151,5.5743
5928,517.1576,keygen_C,45,3,17,14,256,5680,0.723,517.1576,204.8293,3.3443,4.6255
5929,517.1576,keygen_C,45,3,15,16,256,5680,0.723,517.1576,205.782,3.3443,4.6255
5930,517.1576,keygen_C,45,3,20,15,256,6720,0.8554,517.1576,205.3388,3.3749,3.9455
5931,517.1576,keygen_C,45,3,16,10,256,4416,0.5621,517.1576,204.4748,3.3077,5.8843
5932,517.1576,keygen_C,45,3,19,14,256,6160,0.7841,517.1576,204.8736,3.3587,4.2834
5933,517.1576,keygen_C,45,3,7,19,256,3840,0.4888,517.1576,209.4155,3.29,6.7308
5934,517.1576,keygen_C,45,3,13,12,256,4304,0.5479,517.1576,204.5246,3.3039,6.0306
5935,517.1576,keygen_C,45,3,20,12,256,5760,0.7332,517.1576,204.5634,3.3471,4.5651
5936,517.1576,keygen_C,45,3,13,19,256,5760,0.7332,517.1576,213.6694,3.3462,4.5638
5937,517.1576,keygen_C,45,3,22,10,256,5472,0.6965,517.1576,204.4831,3.3387,4.7933
5938,517.1576,keygen_C,45,3,20,9,256,4800,0.611,517.1576,204.4665,3.3193,5.4325
5939,517.1576,keygen_C,45,3,10,19,256,4800,0.611,517.1576,211.5424,3.3179,5.4302
5940,517.1576,keygen_C,45,3,8,20,256,4288,0.5458,517.1576,215.7963,3.303,6.0514
5941,517.1576,keygen_C,45,3,17,20,256,7312,0.9308,517.1576,228.558,3.3916,3.644
5942,517.1576,keygen_C,45,3,21,16,256,7312,0.9308,517.1576,206.3137,3.3921,3.6445
5943,517.1576,keygen_C,45,3,12,13,256,4288,0.5458,517.1576,204.5855,3.3035,6.0523
5944,517.1576,keygen_C,45,3,14,11,256,4288,0.5458,517.1576,204.4914,3.3035,6.0523
5945,517.1576,keygen_C,45,3,22,8,256,4768,0.6069,517.1576,204.4602,3.3183,5.4674
5946,517.1576,keygen_C,45,3,18,10,256,4768,0.6069,517.1576,204.4775,3.3179,5.4667
5947,517.1576,keygen_C,45,3,11,17,256,4768,0.6069,517.1576,206.4023,3.3174,5.4659
5948,517.1576,keygen_C,45,3,11,16,256,4592,0.5845,517.1576,205.4275,3.3123,5.6667
5949,517.1576,keygen_C,45,3,17,10,256,4592,0.5845,517.1576,204.4762,3.3128,5.6675
5950,517.1576,keygen_C,45,3,16,16,256,5952,0.7576,517.1576,205.8706,3.3522,4.4245
5951,517.1576,keygen_C,45,3,17,15,256,5952,0.7576,517.1576,205.2059,3.3522,4.4245
5952,517.1576,keygen_C,45,3,13,18,256,5552,0.7067,517.1576,209.061,3.3401,4.7262
5953,517.1576,keygen_C,45,3,19,12,256,5552,0.7067,517.1576,204.5579,3.3411,4.7276
5954,517.1576,keygen_C,45,3,9,20,256,4624,0.5886,517.1576,217.2143,3.3128,5.6283
5955,517.1576,keygen_C,45,3,21,8,256,4624,0.5886,517.1576,204.4599,3.3142,5.6306
5956,517.1576,keygen_C,45,3,10,18,256,4640,0.5906,517.1576,207.9975,3.3132,5.6096
5957,517.1576,keygen_C,45,3,19,9,256,4640,0.5906,517.1576,204.4658,3.3146,5.612
5958,517.1576,keygen_C,45,3,20,13,256,6080,0.7739,517.1576,204.6742,3.3564,4.3368
5959,517.1576,keygen_C,45,3,14,19,256,6080,0.7739,517.1576,214.3784,3.3555,4.3356
5960,517.1576,keygen_C,45,3,14,13,256,4736,0.6029,517.1576,204.6077,3.3165,5.5013
5961,517.1576,keygen_C,45,3,22,16,256,7584,0.9654,517.1576,206.4023,3.4,3.5219
5962,517.1576,keygen_C,45,3,10,13,256,3840,0.4888,517.1576,204.5634,3.29,6.7308
5963,517.1576,keygen_C,45,3,16,9,256,4160,0.5295,517.1576,204.4637,3.3002,6.2324
5964,517.1576,keygen_C,45,3,23,15,256,7488,0.9532,517.1576,205.4718,3.3977,3.5647
5965,517.1576,keygen_C,45,3,23,12,256,6384,0.8126,517.1576,204.58,3.3657,4.1417
5966,517.1576,keygen_C,45,3,19,10,256,4944,0.6293,517.1576,204.4789,3.3234,5.2809
5967,517.1576,keygen_C,45,3,21,13,256,6304,0.8024,517.1576,204.6852,3.3629,4.1908
5968,517.1576,keygen_C,45,3,14,20,256,6304,0.8024,517.1576,224.3041,3.3619,4.1896
5969,517.1576,keygen_C,45,3,11,18,256,4944,0.6293,517.1576,208.352,3.3225,5.2795
5970,517.1576,keygen_C,45,3,20,16,256,7040,0.8961,517.1576,206.2251,3.3842,3.7765
5971,517.1576,keygen_C,45,3,12,11,256,3904,0.4969,517.1576,204.4858,3.2923,6.6252
5972,517.1576,keygen_C,45,3,17,19,256,7040,0.8961,517.1576,216.5053,3.3838,3.776
5973,517.1576,keygen_C,45,3,11,19,256,5120,0.6517,517.1576,212.2514,3.3276,5.1058
5974,517.1576,keygen_C,45,3,20,18,256,7680,0.9776,517.1576,211.5424,3.4028,3.4808
5975,517.1576,keygen_C,45,3,10,14,256,4000,0.5092,517.1576,204.6742,3.2947,6.4707
5976,517.1576,keygen_C,45,3,18,18,256,7072,0.9002,517.1576,210.8334,3.3847,3.7599
5977,517.1576,keygen_C,45,3,19,17,256,7072,0.9002,517.1576,207.8203,3.3852,3.7604
5978,517.1576,keygen_C,45,3,24,12,256,6592,0.8391,517.1576,204.5855,3.3717,4.0182
5979,517.1576,keygen_C,45,3,9,15,256,3904,0.4969,517.1576,204.8514,3.2919,6.6242
5980,517.1576,keygen_C,45,3,8,17,256,3904,0.4969,517.1576,205.8706,3.2919,6.6242
5981,517.1576,keygen_C,45,3,23,9,256,5280,0.6721,517.1576,204.4685,3.3336,4.9601
5982,517.1576,keygen_C,45,3,19,19,256,7680,0.9776,517.1576,217.9233,3.4028,3.4808
5983,517.1576,keygen_C,45,3,17,17,256,6496,0.8269,517.1576,207.4658,3.368,4.0731
5984,517.1576,keygen_C,45,3,15,19,256,6400,0.8147,517.1576,215.0873,3.3652,4.1308
5985,517.1576,keygen_C,45,3,14,15,256,5184,0.6599,517.1576,205.073,3.3295,5.0456
5986,517.1576,keygen_C,45,3,10,20,256,4960,0.6314,517.1576,218.6323,3.3225,5.2624
5987,517.1576,keygen_C,45,3,22,15,256,7232,0.9206,517.1576,205.4275,3.3898,3.6823
5988,517.1576,keygen_C,45,3,19,15,256,6464,0.8228,517.1576,205.2945,3.3675,4.0927
5989,517.1576,keygen_C,45,3,11,20,256,5296,0.6741,517.1576,220.0502,3.3327,4.9437
5990,517.1576,keygen_C,45,3,18,16,256,6496,0.8269,517.1576,206.0478,3.368,4.0731
5991,517.1576,keygen_C,45,3,20,10,256,5120,0.6517,517.1576,204.4803,3.3285,5.1072
5992,517.1576,keygen_C,45,3,14,14,256,4960,0.6314,517.1576,204.7628,3.323,5.2632
5993,517.1576,keygen_C,45,3,22,9,256,5120,0.6517,517.1576,204.4678,3.3285,5.1072
5994,517.1576,keygen_C,45,3,14,10,256,4064,0.5173,517.1576,204.472,3.297,6.3733
5995,517.1576,keygen_C,45,3,15,13,256,4960,0.6314,517.1576,204.6188,3.3234,5.2639
5996,517.1576,keygen_C,45,3,16,18,256,6464,0.8228,517.1576,210.1245,3.3671,4.0921
5997,517.1576,keygen_C,45,3,11,13,256,4064,0.5173,517.1576,204.5745,3.297,6.3733
5998,517.1576,keygen_C,45,3,21,10,256,5296,0.6741,517.1576,204.4817,3.3336,4.9451
5999,517.1576,keygen_C,45,3,21,9,256,4960,0.6314,517.1576,204.4672,3.3239,5.2646
6000,517.1576,keygen_C,45,3,16,13,256,5184,0.6599,517.1576,204.6299,3.3299,5.0463
6001,517.1576,keygen_C,45,3,23,14,256,7120,0.9063,517.1576,204.9622,3.387,3.7371
6002,517.1576,keygen_C,45,3,9,16,256,4048,0.5153,517.1576,205.2502,3.2961,6.3967
6003,517.1576,keygen_C,45,3,17,12,256,5136,0.6538,517.1576,204.5468,3.3285,5.0913
6004,517.1576,keygen_C,45,3,13,16,256,5136,0.6538,517.1576,205.6047,3.3281,5.0906
6005,517.1576,keygen_C,45,3,20,14,256,6400,0.8147,517.1576,204.8957,3.3657,4.1313
6006,517.1576,keygen_C,45,3,13,17,256,5344,0.6802,517.1576,206.7568,3.3341,4.9013
6007,517.1576,keygen_C,45,3,18,12,256,5344,0.6802,517.1576,204.5523,3.3346,4.902
6008,517.1576,keygen_C,45,3,13,15,256,4928,0.6273,517.1576,205.0287,3.322,5.2959
6009,517.1576,keygen_C,45,3,16,12,256,4928,0.6273,517.1576,204.5412,3.3225,5.2966
6010,517.1576,keygen_C,45,3,13,11,256,4096,0.5214,517.1576,204.4886,3.2979,6.3253
6011,517.1576,keygen_C,45,3,8,18,256,4032,0.5132,517.1576,207.2885,3.2956,6.4212
6012,517.1576,keygen_C,45,3,12,12,256,4096,0.5214,517.1576,204.5191,3.2979,6.3253
6013,517.1576,keygen_C,45,3,7,18,256,3728,0.4745,517.1576,206.9341,3.2868,6.9262
6014,517.1576,keygen_C,45,3,22,13,256,6528,0.831,517.1576,204.6963,3.3694,4.0548
6015,517.1576,keygen_C,45,3,8,19,256,4160,0.5295,517.1576,210.1245,3.2993,6.2306
6016,517.1576,keygen_C,45,3,24,8,256,5056,0.6436,517.1576,204.4609,3.3271,5.1697
6017,517.1576,keygen_C,45,3,11,12,256,3888,0.4949,517.1576,204.5135,3.2919,6.6515
6018,517.1576,keygen_C,45,3,18,11,256,5056,0.6436,517.1576,204.5025,3.3262,5.1683
6019,517.1576,keygen_C,45,3,10,15,256,4160,0.5295,517.1576,204.8957,3.2993,6.2306
6020,517.1576,keygen_C,45,3,24,15,256,7744,0.9857,517.1576,205.5161,3.4051,3.4544
6021,517.1576,keygen_C,45,3,8,16,256,3776,0.4807,517.1576,205.1616,3.2882,6.8411
6022,517.1576,keygen_C,45,3,12,17,256,5056,0.6436,517.1576,206.5796,3.3258,5.1675
6023,517.1576,keygen_C,45,3,12,18,256,5248,0.668,517.1576,208.7065,3.3313,4.9868
6024,517.1576,keygen_C,45,3,15,14,256,5200,0.6619,517.1576,204.7849,3.3304,5.0315
6025,517.1576,keygen_C,45,3,19,11,256,5248,0.668,517.1576,204.5052,3.3323,4.9882
6026,517.1576,keygen_C,45,3,7,20,256,3952,0.5031,517.1576,214.3784,3.2933,6.5465
6027,1034.3153,keygen_C,48,3,15,20,256,6688,0.8513,1034.3153,430.1747,3.3735,3.9627
6028,1034.3153,keygen_C,48,3,20,13,256,6128,0.78,1034.3153,409.1268,3.3578,4.3046
6029,1034.3153,keygen_C,48,3,14,13,256,4784,0.609,1034.3153,409.0603,3.3179,5.4484
6030,1034.3153,keygen_C,48,3,21,14,256,6688,0.8513,1034.3153,409.3705,3.374,3.9633
6031,1034.3153,keygen_C,48,3,18,17,256,6832,0.8697,1034.3153,412.0956,3.3777,3.884
6032,1034.3153,keygen_C,48,3,12,17,256,5104,0.6497,1034.3153,411.0322,3.3271,5.1211
6033,1034.3153,keygen_C,48,3,11,19,256,5168,0.6578,1034.3153,416.704,3.329,5.0605
6034,1034.3153,keygen_C,48,3,14,19,256,6128,0.78,1034.3153,418.831,3.3568,4.3034
6035,1034.3153,keygen_C,48,3,13,16,256,5184,0.6599,1034.3153,410.0573,3.3295,5.0456
6036,1034.3153,keygen_C,48,3,15,14,256,5248,0.668,1034.3153,409.2376,3.3318,4.9875
6037,1034.3153,keygen_C,48,3,18,11,256,5104,0.6497,1034.3153,408.9551,3.3276,5.1218
6038,1034.3153,keygen_C,48,3,11,16,256,4640,0.5906,1034.3153,409.8801,3.3137,5.6104
6039,1034.3153,keygen_C,48,3,16,8,256,3952,0.5031,1034.3153,408.9108,3.2942,6.5484
6040,1034.3153,keygen_C,48,3,13,14,256,4768,0.6069,1034.3153,409.1933,3.3174,5.4659
6041,1034.3153,keygen_C,48,3,17,8,256,4096,0.5214,1034.3153,408.9111,3.2984,6.3262
6042,1034.3153,keygen_C,48,3,22,10,256,5520,0.7026,1034.3153,408.9357,3.3401,4.7536
6043,1034.3153,keygen_C,48,3,15,12,256,4768,0.6069,1034.3153,408.9883,3.3179,5.4667
6044,1034.3153,keygen_C,48,3,20,10,256,5168,0.6578,1034.3153,408.9329,3.3299,5.0619
6045,1034.3153,keygen_C,48,3,15,10,256,4288,0.5458,1034.3153,408.926,3.3039,6.0531
6046,1034.3153,keygen_C,48,3,22,9,256,5168,0.6578,1034.3153,408.9205,3.3299,5.0619
6047,1034.3153,keygen_C,48,3,9,14,256,3808,0.4847,1034.3153,409.1046,3.2891,6.7855
6048,1034.3153,keygen_C,48,3,11,14,256,4288,0.5458,1034.3153,409.1489,3.3035,6.0523
6049,1034.3153,keygen_C,48,3,22,13,256,6576,0.8371,1034.3153,409.1489,3.3708,4.0269
6050,1034.3153,keygen_C,48,3,18,19,256,7408,0.943,1034.3153,421.6669,3.3944,3.5997
6051,1034.3153,keygen_C,48,3,18,20,256,7696,0.9796,1034.3153,434.4286,3.4028,3.4735
6052,1034.3153,keygen_C,48,3,22,14,256,6928,0.8819,1034.3153,409.3927,3.381,3.8339
6053,1034.3153,keygen_C,48,3,21,17,256,7696,0.9796,1034.3153,412.6274,3.4032,3.474
6054,1034.3153,keygen_C,48,3,9,16,256,4096,0.5214,1034.3153,409.7028,3.2974,6.3244
6055,1034.3153,keygen_C,48,3,17,14,256,5728,0.7291,1034.3153,409.2819,3.3457,4.5887
6056,1034.3153,keygen_C,48,3,8,18,256,4080,0.5193,1034.3153,411.7412,3.297,6.3483
6057,1034.3153,keygen_C,48,3,15,16,256,5728,0.7291,1034.3153,410.2346,3.3457,4.5887
6058,1034.3153,keygen_C,48,3,24,14,256,7408,0.943,1034.3153,409.437,3.3954,3.6007
6059,1034.3153,keygen_C,48,3,20,17,256,7408,0.943,1034.3153,412.4501,3.3949,3.6002
6060,1034.3153,keygen_C,48,3,19,18,256,7424,0.945,1034.3153,415.6406,3.3954,3.5929
6061,1034.3153,keygen_C,48,3,10,19,256,4848,0.6171,1034.3153,415.995,3.3193,5.3787
6062,1034.3153,keygen_C,48,3,10,14,256,4048,0.5153,1034.3153,409.1268,3.2961,6.3967
6063,1034.3153,keygen_C,48,3,8,16,256,3824,0.4868,1034.3153,409.6142,3.2896,6.758
6064,1034.3153,keygen_C,48,3,12,13,256,4336,0.5519,1034.3153,409.0382,3.3049,5.9878
6065,1034.3153,keygen_C,48,3,14,11,256,4336,0.5519,1034.3153,408.944,3.3049,5.9878
6066,1034.3153,keygen_C,48,3,20,18,256,7728,0.9837,1034.3153,415.995,3.4042,3.4606
6067,1034.3153,keygen_C,48,3,21,11,256,5680,0.723,1034.3153,408.9634,3.3448,4.6262
6068,1034.3153,keygen_C,48,3,18,13,256,5680,0.723,1034.3153,409.1046,3.3443,4.6255
6069,1034.3153,keygen_C,48,3,14,17,256,5680,0.723,1034.3153,411.3867,3.3439,4.6249
6070,1034.3153,keygen_C,48,3,13,12,256,4352,0.554,1034.3153,408.9772,3.3053,5.9666
6071,1034.3153,keygen_C,48,3,12,20,256,5680,0.723,1034.3153,425.9208,3.3439,4.6249
6072,1034.3153,keygen_C,48,3,9,20,256,4672,0.5947,1034.3153,421.6669,3.3142,5.5728
6073,1034.3153,keygen_C,48,3,19,8,256,4384,0.558,1034.3153,408.9118,3.3072,5.9264
6074,1034.3153,keygen_C,48,3,21,8,256,4672,0.5947,1034.3153,408.9125,3.3155,5.5751
6075,1034.3153,keygen_C,48,3,23,12,256,6432,0.8187,1034.3153,409.0326,3.3671,4.1125
6076,1034.3153,keygen_C,48,3,21,12,256,6016,0.7658,1034.3153,409.0215,3.3545,4.3805
6077,1034.3153,keygen_C,48,3,13,20,256,6016,0.7658,1034.3153,427.3388,3.3536,4.3793
6078,1034.3153,keygen_C,48,3,9,18,256,4384,0.558,1034.3153,412.0957,3.3058,5.9239
6079,1034.3153,keygen_C,48,3,23,14,256,7168,0.9124,1034.3153,409.4148,3.3884,3.7136
6080,1034.3153,keygen_C,48,3,19,19,256,7728,0.9837,1034.3153,422.3759,3.4042,3.4606
6081,1034.3153,keygen_C,48,3,19,9,256,4688,0.5967,1034.3153,408.9184,3.316,5.5569
6082,1034.3153,keygen_C,48,3,10,18,256,4688,0.5967,1034.3153,412.4501,3.3146,5.5545
6083,1034.3153,keygen_C,48,3,17,19,256,7088,0.9022,1034.3153,420.9579,3.3852,3.7519
